category,job,characters,movie,person
actor,\N,"[""Le Géneral de Gaulle""]",Les triplettes de Belleville,Jean-Claude Donda
actor,\N,"[""Les commentateurs Sportifs""]",Les triplettes de Belleville,Jean-Claude Donda
director,\N,\N,Les triplettes de Belleville,Sylvain Chomet
writer,written by,\N,Les triplettes de Belleville,Sylvain Chomet
actor,\N,"[""Phil""]",All or Nothing,Timothy Spall
actress,\N,"[""Penny""]",All or Nothing,Lesley Manville
actress,\N,"[""Maureen""]",All or Nothing,Ruth Sheen
director,\N,\N,All or Nothing,Mike Leigh
writer,written by,\N,All or Nothing,Mike Leigh
actress,\N,"[""Lydia González""]",Hable con ella,Rosario Flores
actor,\N,"[""Benigno Martín""]",Hable con ella,Javier Cámara
actor,\N,"[""Marco Zuluaga""]",Hable con ella,Darío Grandinetti
director,\N,\N,Hable con ella,Pedro Almodóvar
writer,written by,\N,Hable con ella,Pedro Almodóvar
actor,\N,"[""Val Duncan""]",Bang Bang You're Dead,Tom Cavanagh
actor,\N,"[""Trevor Adams""]",Bang Bang You're Dead,Ben Foster
actor,\N,"[""Sean""]",Bang Bang You're Dead,Randy Harrison
director,\N,\N,Bang Bang You're Dead,Guy Ferland
writer,written by,\N,Bang Bang You're Dead,William Mastrosimone
actor,\N,"[""Jim""]",28 Days Later,Cillian Murphy
actress,\N,"[""Selena""]",28 Days Later,Naomie Harris
actor,\N,"[""Major Henry West""]",28 Days Later,Christopher Eccleston
director,\N,\N,28 Days Later,Danny Boyle
writer,written by,\N,28 Days Later,Alex Garland
actor,\N,"[""Hannibal Lecter""]",Red Dragon,Anthony Hopkins
actor,\N,"[""Will Graham""]",Red Dragon,Edward Norton
actor,\N,"[""Francis Dolarhyde""]",Red Dragon,Ralph Fiennes
director,director,\N,Red Dragon,Brett Ratner
writer,based on the book by,\N,Red Dragon,Thomas Harris
actor,\N,"[""Evan""]",The Butterfly Effect,Ashton Kutcher
actress,\N,"[""Kayleigh""]",The Butterfly Effect,Amy Smart
actress,\N,"[""Andrea""]",The Butterfly Effect,Melora Walters
director,director,\N,The Butterfly Effect,Eric Bress
writer,written by,\N,The Butterfly Effect,J. Mackye Gruber
actor,\N,"[""David Gale""]",The Life of David Gale,Kevin Spacey
actress,\N,"[""Bitsey Bloom""]",The Life of David Gale,Kate Winslet
actress,\N,"[""Constance Harraway""]",The Life of David Gale,Laura Linney
director,\N,\N,The Life of David Gale,Alan Parker
writer,written by,\N,The Life of David Gale,Charles Randolph
actor,\N,"[""Professor Charles Xavier""]",X2,Patrick Stewart
actor,\N,"[""Logan""]",X2,Hugh Jackman
actor,\N,"[""Wolverine""]",X2,Hugh Jackman
director,\N,\N,X2,Bryan Singer
writer,story,\N,X2,Zak Penn
actress,\N,"[""Alex""]",Irréversible,Monica Bellucci
actor,\N,"[""Marcus""]",Irréversible,Vincent Cassel
actor,\N,"[""Pierre""]",Irréversible,Albert Dupontel
director,\N,\N,Irréversible,Gaspar Noé
writer,written by,\N,Irréversible,Gaspar Noé
actor,\N,"[""Olivier""]",Le fils,Olivier Gourmet
actor,\N,"[""Francis""]",Le fils,Morgan Marinne
actress,\N,"[""Magali""]",Le fils,Isabella Soupart
director,\N,\N,Le fils,Jean-Pierre Dardenne
writer,\N,\N,Le fils,Jean-Pierre Dardenne
actress,\N,"[""Chiyoko Fujiwara (70's)""]",Sennen joyû,Miyoko Shôji
actor,\N,"[""Genya Tachibana""]",Sennen joyû,Shôzô Îzuka
actress,\N,"[""Chiyoko Fujiwara (20-40's)""]",Sennen joyû,Mami Koyama
director,\N,\N,Sennen joyû,Satoshi Kon
writer,original story,\N,Sennen joyû,Satoshi Kon
actor,\N,"[""Shivaji Rao""]",Nayak: The Real Hero,Anil Kapoor
actress,\N,"[""Manjari""]",Nayak: The Real Hero,Rani Mukerji
actor,\N,"[""Balraj Chauhan (Chief Minister)""]",Nayak: The Real Hero,Amrish Puri
director,\N,\N,Nayak: The Real Hero,S. Shankar
writer,dialogue,\N,Nayak: The Real Hero,Anurag Kashyap
actress,\N,"[""Angélique""]",À la folie... pas du tout,Audrey Tautou
actor,\N,"[""Loic""]",À la folie... pas du tout,Samuel Le Bihan
actress,\N,"[""Rachel""]",À la folie... pas du tout,Isabelle Carré
director,\N,\N,À la folie... pas du tout,Laetitia Colombani
writer,original screenplay,\N,À la folie... pas du tout,Laetitia Colombani
actor,\N,"[""Akash Malhotra""]",Dil Chahta Hai,Aamir Khan
actor,\N,"[""Sameer""]",Dil Chahta Hai,Saif Ali Khan
actor,\N,"[""Siddharth Sinha""]",Dil Chahta Hai,Akshaye Khanna
director,\N,\N,Dil Chahta Hai,Farhan Akhtar
writer,story co-developed by,\N,Dil Chahta Hai,Kassim Jagmagia
actor,\N,"[""Rafael Belvedere""]",El hijo de la novia,Ricardo Darín
actor,\N,"[""Nino Belvedere""]",El hijo de la novia,Héctor Alterio
actress,\N,"[""Norma Belvedere""]",El hijo de la novia,Norma Aleandro
director,\N,\N,El hijo de la novia,Juan José Campanella
writer,\N,\N,El hijo de la novia,Juan José Campanella
actor,\N,"[""Andy""]",Before the Devil Knows You're Dead,Philip Seymour Hoffman
actor,\N,"[""Hank""]",Before the Devil Knows You're Dead,Ethan Hawke
actor,\N,"[""Charles""]",Before the Devil Knows You're Dead,Albert Finney
director,\N,\N,Before the Devil Knows You're Dead,Sidney Lumet
writer,written by,\N,Before the Devil Knows You're Dead,Kelly Masterson
actor,\N,"[""Gilson""]",Carandiru,Enrique Diaz
actor,\N,"[""Zico""]",Carandiru,Wagner Moura
actor,\N,"[""Deusdete""]",Carandiru,Caio Blat
director,\N,\N,Carandiru,Hector Babenco
writer,writer,\N,Carandiru,Hector Babenco
actor,\N,"[""Skunk""]",Metoroporisu,Toshio Furukawa
actor,\N,"[""Atlas""]",Metoroporisu,Scott Weinger
actor,\N,"[""Atlas""]",Metoroporisu,Scott Weinger
director,\N,\N,Metoroporisu,Rintarô
writer,comic book,\N,Metoroporisu,Osamu Tezuka
actor,\N,"[""The Phantom""]",The Phantom of the Opera,Gerard Butler
actress,\N,"[""Christine""]",The Phantom of the Opera,Emmy Rossum
actor,\N,"[""Raoul""]",The Phantom of the Opera,Patrick Wilson
director,\N,\N,The Phantom of the Opera,Joel Schumacher
writer,"novel ""Le Fantôme de L'Opéra""",\N,The Phantom of the Opera,Gaston Leroux
actor,\N,"[""Kyun-woo""]",Yeopgijeogin geunyeo,Cha Tae-hyun
actress,\N,"[""The Girl""]",Yeopgijeogin geunyeo,Jun Ji-hyun
actor,\N,"[""Kyun-woo's Father""]",Yeopgijeogin geunyeo,In-mun Kim
director,\N,\N,Yeopgijeogin geunyeo,Jae-young Kwak
writer,novel,\N,Yeopgijeogin geunyeo,Ho-sik Kim
actor,\N,"[""Harry Potter""]",Harry Potter and the Chamber of Secrets,Daniel Radcliffe
actor,\N,"[""Ron Weasley""]",Harry Potter and the Chamber of Secrets,Rupert Grint
actress,\N,"[""Hermione Granger""]",Harry Potter and the Chamber of Secrets,Emma Watson
director,\N,\N,Harry Potter and the Chamber of Secrets,Chris Columbus
writer,novel,\N,Harry Potter and the Chamber of Secrets,J.K. Rowling
actor,\N,"[""Mallik""]",Company,Ajay Devgn
actor,\N,"[""Srinivasan""]",Company,Mohanlal
actress,\N,"[""Saroja""]",Company,Manisha Koirala
director,\N,\N,Company,Ram Gopal Varma
writer,subtitles,\N,Company,H. Banerjee
actor,\N,"[""Yûichi Hasumi""]",Riri Shushu no subete,Hayato Ichihara
actor,\N,"[""Shusuke Hoshino""]",Riri Shushu no subete,Shûgo Oshinari
actress,\N,"[""Yôko Kuno""]",Riri Shushu no subete,Ayumi Ito
director,\N,\N,Riri Shushu no subete,Shunji Iwai
writer,written by,\N,Riri Shushu no subete,Shunji Iwai
actress,\N,"[""Cathy Whitaker""]",Far from Heaven,Julianne Moore
actor,\N,"[""Frank Whitaker""]",Far from Heaven,Dennis Quaid
actor,\N,"[""Raymond Deagan""]",Far from Heaven,Dennis Haysbert
director,\N,\N,Far from Heaven,Todd Haynes
writer,written by,\N,Far from Heaven,Todd Haynes
actress,\N,"[""Rachel""]",The Ring,Naomi Watts
actor,\N,"[""Noah""]",The Ring,Martin Henderson
actor,\N,"[""Richard Morgan""]",The Ring,Brian Cox
director,\N,\N,The Ring,Gore Verbinski
writer,screenplay,\N,The Ring,Ehren Kruger
actor,\N,"[""Shrek""]",Shrek 2,Mike Myers
actor,\N,"[""Donkey""]",Shrek 2,Eddie Murphy
actress,\N,"[""Princess Fiona""]",Shrek 2,Cameron Diaz
director,\N,\N,Shrek 2,Andrew Adamson
writer,based upon the book by,\N,Shrek 2,William Steig
actor,\N,"[""Jimmy""]",8 Mile,Eminem
actress,\N,"[""Alex""]",8 Mile,Brittany Murphy
actress,\N,"[""Stephanie""]",8 Mile,Kim Basinger
director,\N,\N,8 Mile,Curtis Hanson
writer,written by,\N,8 Mile,Scott Silver
actress,\N,"[""Paikea""]",Whale Rider,Keisha Castle-Hughes
actor,\N,"[""Koro""]",Whale Rider,Rawiri Paratene
actress,\N,"[""Nanny Flowers""]",Whale Rider,Vicky Haughton
director,\N,\N,Whale Rider,Niki Caro
writer,written by,\N,Whale Rider,Niki Caro
actor,\N,"[""Johnny""]",In America,Paddy Considine
actress,\N,"[""Sarah""]",In America,Samantha Morton
actor,\N,"[""Mateo""]",In America,Djimon Hounsou
director,\N,\N,In America,Jim Sheridan
writer,written by,\N,In America,Jim Sheridan
actress,\N,"[""Roxie Hart""]",Chicago,Renée Zellweger
actress,\N,"[""Velma Kelly""]",Chicago,Catherine Zeta-Jones
actor,\N,"[""Billy Flynn""]",Chicago,Richard Gere
director,\N,\N,Chicago,Rob Marshall
writer,screenplay,\N,Chicago,Bill Condon
actor,\N,"[""Nameless""]",Ying xiong,Jet Li
actor,\N,"[""Broken Sword""]",Ying xiong,Tony Leung Chiu-wai
actress,\N,"[""Flying Snow""]",Ying xiong,Maggie Cheung
director,\N,\N,Ying xiong,Yimou Zhang
writer,screenplay,\N,Ying xiong,Feng Li
actress,\N,"[""Lilja""]",Lilja 4-ever,Oksana Akinshina
actor,\N,"[""Volodya""]",Lilja 4-ever,Artyom Bogucharskiy
actor,\N,"[""Andrei""]",Lilja 4-ever,Pavel Ponomaryov
director,\N,\N,Lilja 4-ever,Lukas Moodysson
writer,\N,\N,Lilja 4-ever,Lukas Moodysson
actor,\N,"[""Okwe""]",Dirty Pretty Things,Chiwetel Ejiofor
actress,\N,"[""Senay""]",Dirty Pretty Things,Audrey Tautou
actress,\N,"[""Juliette""]",Dirty Pretty Things,Sophie Okonedo
director,\N,\N,Dirty Pretty Things,Stephen Frears
writer,written by,\N,Dirty Pretty Things,Steven Knight
actor,\N,"[""Alex Kerner""]",Good Bye Lenin!,Daniel Brühl
actress,\N,"[""Mutter Christiane Kerner""]",Good Bye Lenin!,Katrin Sass
actress,\N,"[""Lara""]",Good Bye Lenin!,Chulpan Khamatova
director,\N,\N,Good Bye Lenin!,Wolfgang Becker
writer,written by,\N,Good Bye Lenin!,Bernd Lichtenberg
actor,\N,"[""Limeni""]",Mrtav 'ladan,Nikola Djuricko
actress,\N,"[""Maja""]",Mrtav 'ladan,Sonja Kolacaric
actress,\N,"[""Ana""]",Mrtav 'ladan,Tara Manic
director,director,\N,Mrtav 'ladan,Milorad Milinkovic
writer,\N,\N,Mrtav 'ladan,Milorad Milinkovic
actor,\N,"[""Narrator""]",Le peuple migrateur,Jacques Perrin
actor,\N,"[""Narrator (English version)""]",Le peuple migrateur,Philippe Labro
director,\N,\N,Le peuple migrateur,Jacques Perrin
writer,screenplay,\N,Le peuple migrateur,Jacques Perrin
actor,\N,"[""Harry Potter""]",Harry Potter and the Prisoner of Azkaban,Daniel Radcliffe
actress,\N,"[""Hermione Granger""]",Harry Potter and the Prisoner of Azkaban,Emma Watson
actor,\N,"[""Ron Weasley""]",Harry Potter and the Prisoner of Azkaban,Rupert Grint
director,\N,\N,Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón
writer,novel,\N,Harry Potter and the Prisoner of Azkaban,J.K. Rowling
actor,\N,"[""Harvey Pekar""]",American Splendor,Paul Giamatti
actress,\N,"[""Interviewer""]",American Splendor,Shari Springer Berman
actor,\N,"[""Real Harvey""]",American Splendor,Harvey Pekar
director,\N,\N,American Splendor,Shari Springer Berman
writer,comic book series American Splendor,\N,American Splendor,Harvey Pekar
actor,\N,"[""Vijay Singh Rajput""]",Aankhen,Amitabh Bachchan
actor,\N,"[""Vishwas Prajapati""]",Aankhen,Akshay Kumar
actress,\N,"[""Neha Srivastav""]",Aankhen,Sushmita Sen
director,\N,\N,Aankhen,Vipul Amrutlal Shah
writer,"play ""Andhalo pato""",\N,Aankhen,Shobhna Desai
actor,\N,"[""Monty Brogan""]",25th Hour,Edward Norton
actor,\N,"[""Francis Xavier Slaughtery""]",25th Hour,Barry Pepper
actor,\N,"[""Jacob Elinsky""]",25th Hour,Philip Seymour Hoffman
director,\N,\N,25th Hour,Spike Lee
writer,novel,\N,25th Hour,David Benioff
actor,\N,"[""Narrator""]",Lost in La Mancha,Jeff Bridges
director,\N,\N,Lost in La Mancha,Keith Fulton
actor,\N,"[""Sir James Matthew Barrie""]",Finding Neverland,Johnny Depp
actress,\N,"[""Sylvia Llewelyn Davies""]",Finding Neverland,Kate Winslet
actress,\N,"[""Mrs. Emma du Maurier""]",Finding Neverland,Julie Christie
director,\N,\N,Finding Neverland,Marc Forster
writer,"play ""The Man Who Was Peter Pan""",\N,Finding Neverland,Allan Knee
actor,\N,"[""Ed""]",Identity,John Cusack
actor,\N,"[""Rhodes""]",Identity,Ray Liotta
actress,\N,"[""Paris""]",Identity,Amanda Peet
director,\N,\N,Identity,James Mangold
writer,written by,\N,Identity,Michael Cooney
actor,\N,"[""Nicholas Nickleby""]",Nicholas Nickleby,Charlie Hunnam
actor,\N,"[""Smike""]",Nicholas Nickleby,Jamie Bell
actor,\N,"[""Ralph Nickleby""]",Nicholas Nickleby,Christopher Plummer
director,\N,\N,Nicholas Nickleby,Douglas McGrath
writer,novel,\N,Nicholas Nickleby,Charles Dickens
actor,\N,"[""Matthew""]",The Dreamers,Michael Pitt
actor,\N,"[""Theo""]",The Dreamers,Louis Garrel
actress,\N,"[""Isabelle""]",The Dreamers,Eva Green
director,\N,\N,The Dreamers,Bernardo Bertolucci
writer,screenplay,\N,The Dreamers,Gilbert Adair
actor,\N,"[""Quentin""]",Tais-toi!,Gérard Depardieu
actor,\N,"[""Ruby""]",Tais-toi!,Jean Reno
actor,\N,"[""Vernet""]",Tais-toi!,Richard Berry
director,\N,\N,Tais-toi!,Francis Veber
writer,"screenplay, adaptation and dialogue",\N,Tais-toi!,Francis Veber
actor,\N,"[""Alan Barrows""]",A Mighty Wind,Christopher Guest
actor,\N,"[""Mitch Cohen""]",A Mighty Wind,Eugene Levy
actor,\N,"[""Jerry Palter""]",A Mighty Wind,Michael McKean
director,\N,\N,A Mighty Wind,Christopher Guest
writer,written by,\N,A Mighty Wind,Christopher Guest
actor,\N,"[""Dong-jin Park""]",Boksuneun naui geot,Song Kang-ho
actor,\N,"[""Ryu""]",Boksuneun naui geot,Shin Ha-kyun
actress,\N,"[""Yeong-mi Cha""]",Boksuneun naui geot,Bae Doona
director,director,\N,Boksuneun naui geot,Park Chan-wook
writer,screenplay,\N,Boksuneun naui geot,Jong-yong Lee
director,\N,\N,Bowling for Columbine,Michael Moore
writer,written by,\N,Bowling for Columbine,Michael Moore
actor,\N,"[""Capt. Jack Aubrey""]",Master and Commander: The Far Side of the World,Russell Crowe
actor,\N,"[""Dr. Stephen Maturin, Surgeon""]",Master and Commander: The Far Side of the World,Paul Bettany
actor,\N,"[""Barrett Bonden, Coxswain""]",Master and Commander: The Far Side of the World,Billy Boyd
director,\N,\N,Master and Commander: The Far Side of the World,Peter Weir
writer,novels,\N,Master and Commander: The Far Side of the World,Patrick O'Brian
actor,\N,"[""M""]",Mies vailla menneisyyttä,Markku Peltola
actress,\N,"[""Irma""]",Mies vailla menneisyyttä,Kati Outinen
actress,\N,"[""Manager of Flea Market""]",Mies vailla menneisyyttä,Annikki Tähti
director,\N,\N,Mies vailla menneisyyttä,Aki Kaurismäki
writer,written by,\N,Mies vailla menneisyyttä,Aki Kaurismäki
actor,\N,"[""Wallace""]",The Curse of the Were-Rabbit,Peter Sallis
actor,\N,"[""Hutch""]",The Curse of the Were-Rabbit,Peter Sallis
actress,\N,"[""Lady Campanula Tottington""]",The Curse of the Were-Rabbit,Helena Bonham Carter
director,director,\N,The Curse of the Were-Rabbit,Steve Box
writer,screenplay by,\N,The Curse of the Were-Rabbit,Steve Box
actor,\N,"[""Nicholas Easter""]",Runaway Jury,John Cusack
actress,\N,"[""Marlee""]",Runaway Jury,Rachel Weisz
actor,\N,"[""Rankin Fitch""]",Runaway Jury,Gene Hackman
director,\N,\N,Runaway Jury,Gary Fleder
writer,"novel ""The Runaway Jury""",\N,Runaway Jury,John Grisham
actor,\N,"[""Liam""]",Sweet Sixteen,Martin Compston
actress,\N,"[""Jean""]",Sweet Sixteen,Michelle Coulter
actress,\N,"[""Chantelle""]",Sweet Sixteen,Annmarie Fulton
director,\N,\N,Sweet Sixteen,Ken Loach
writer,screenplay,\N,Sweet Sixteen,Paul Laverty
actor,\N,"[""Ovidiu Gorea""]",Filantropica,Mircea Diaconu
actor,\N,"[""Pavel Puiut""]",Filantropica,Gheorghe Dinica
actress,\N,"[""Miruna""]",Filantropica,Mara Nicolescu
director,\N,\N,Filantropica,Nae Caranfil
writer,\N,\N,Filantropica,Nae Caranfil
actor,\N,"[""The Prime Minister""]",Love Actually,Hugh Grant
actress,\N,"[""Natalie""]",Love Actually,Martine McCutcheon
actor,\N,"[""Daniel""]",Love Actually,Liam Neeson
director,\N,\N,Love Actually,Richard Curtis
writer,written by,\N,Love Actually,Richard Curtis
actress,\N,"[""Ann""]",My Life Without Me,Sarah Polley
actor,\N,"[""Don""]",My Life Without Me,Scott Speedman
actor,\N,"[""Lee""]",My Life Without Me,Mark Ruffalo
director,\N,\N,My Life Without Me,Isabel Coixet
writer,writer,\N,My Life Without Me,Isabel Coixet
actress,\N,"[""Cæcilie""]",Elsker dig for evigt,Sonja Richter
actor,\N,"[""Joachim""]",Elsker dig for evigt,Nikolaj Lie Kaas
actor,\N,"[""Niels""]",Elsker dig for evigt,Mads Mikkelsen
director,\N,\N,Elsker dig for evigt,Susanne Bier
writer,idea,\N,Elsker dig for evigt,Susanne Bier
actor,\N,"[""Pandit Omkarnath Dhar""]",Wazir,Amitabh Bachchan
actor,\N,"[""Daanish Ali""]",Wazir,Farhan Akhtar
actress,\N,"[""Ruhana Ali""]",Wazir,Aditi Rao Hydari
director,\N,\N,Wazir,Bejoy Nambiar
writer,story,\N,Wazir,Vidhu Vinod Chopra
actor,\N,"[""Paul Rivers""]",21 Grams,Sean Penn
actor,\N,"[""Jack Jordan""]",21 Grams,Benicio Del Toro
actress,\N,"[""Cristina Peck""]",21 Grams,Naomi Watts
director,director,\N,21 Grams,Alejandro G. Iñárritu
writer,written by,\N,21 Grams,Guillermo Arriaga
actress,\N,"[""Kathy""]",House of Sand and Fog,Jennifer Connelly
actor,\N,"[""Behrani""]",House of Sand and Fog,Ben Kingsley
actor,\N,"[""Lester""]",House of Sand and Fog,Ron Eldard
director,\N,\N,House of Sand and Fog,Vadim Perelman
writer,novel,\N,House of Sand and Fog,Andre Dubus III
actor,\N,"[""Charley Waite""]",Open Range,Kevin Costner
actor,\N,"[""Boss Spearman""]",Open Range,Robert Duvall
actor,\N,"[""Button""]",Open Range,Diego Luna
director,\N,\N,Open Range,Kevin Costner
writer,"novel ""The Open Range Men""",\N,Open Range,Lauran Paine
actor,\N,"[""Spider-Man""]",Spider-Man 2,Tobey Maguire
actor,\N,"[""Peter Parker""]",Spider-Man 2,Tobey Maguire
actress,\N,"[""Mary Jane Watson""]",Spider-Man 2,Kirsten Dunst
director,\N,\N,Spider-Man 2,Sam Raimi
writer,comic book,\N,Spider-Man 2,Stan Lee
actor,\N,"[""Lightning McQueen""]",Cars,Owen Wilson
actress,\N,"[""Sally Carrera""]",Cars,Bonnie Hunt
actor,\N,"[""Doc Hudson""]",Cars,Paul Newman
director,director,\N,Cars,John Lasseter
writer,original story by,\N,Cars,John Lasseter
actor,\N,"[""Buscapé""]",Cidade de Deus,Alexandre Rodrigues
actor,\N,"[""Zé Pequeno""]",Cidade de Deus,Leandro Firmino
actor,\N,"[""Sandro Cenoura""]",Cidade de Deus,Matheus Nachtergaele
director,\N,\N,Cidade de Deus,Fernando Meirelles
writer,screenplay,\N,Cidade de Deus,Bráulio Mantovani
actor,\N,"[""Bob Parr""]",The Incredibles,Craig T. Nelson
actor,\N,"[""Mr. Incredible""]",The Incredibles,Craig T. Nelson
actor,\N,"[""Lucius Best""]",The Incredibles,Samuel L. Jackson
director,\N,\N,The Incredibles,Brad Bird
writer,written by,\N,The Incredibles,Brad Bird
actor,\N,"[""Interviewer""]",The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,Errol Morris
actor,\N,"[""Interviewer""]",The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,Errol Morris
director,\N,\N,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,Errol Morris
actor,\N,"[""The Stranger (The Marquis de Custine)""]",Russkiy kovcheg,Sergey Dreyden
actress,\N,"[""Catherine The Great""]",Russkiy kovcheg,Mariya Kuznetsova
actor,\N,"[""The Spy""]",Russkiy kovcheg,Leonid Mozgovoy
director,\N,\N,Russkiy kovcheg,Aleksandr Sokurov
writer,dialogue,\N,Russkiy kovcheg,Boris Khaimsky
actress,\N,"[""Crispina""]",The Magdalene Sisters,Eileen Walsh
actress,\N,"[""Rose""]",The Magdalene Sisters,Dorothy Duffy
actress,\N,"[""Patricia""]",The Magdalene Sisters,Dorothy Duffy
director,\N,\N,The Magdalene Sisters,Peter Mullan
writer,written by,\N,The Magdalene Sisters,Peter Mullan
actor,\N,"[""Ernesto Guevara de la Serna""]",Diarios de motocicleta,Gael García Bernal
actor,\N,"[""Alberto Granado""]",Diarios de motocicleta,Rodrigo de la Serna
actress,\N,"[""Chichina Ferreyra""]",Diarios de motocicleta,Mía Maestro
director,\N,\N,Diarios de motocicleta,Walter Salles
writer,"book ""Notas de viaje""",\N,Diarios de motocicleta,Ernesto 'Che' Guevara
actor,\N,"[""Ed Bloom (young)""]",Big Fish,Ewan McGregor
actor,\N,"[""Ed Bloom (senior)""]",Big Fish,Albert Finney
actor,\N,"[""Will Bloom""]",Big Fish,Billy Crudup
director,\N,\N,Big Fish,Tim Burton
writer,"novel ""Big Fish: A Novel of Mythic Proportions""",\N,Big Fish,Daniel Wallace
actor,\N,"[""Buddy""]",Elf,Will Ferrell
actor,\N,"[""Walter Hobbs""]",Elf,James Caan
actor,\N,"[""Papa Elf""]",Elf,Bob Newhart
director,\N,\N,Elf,Jon Favreau
writer,written by,\N,Elf,David Berenbaum
actor,\N,"[""Bhagat Singh""]",The Legend of Bhagat Singh,Ajay Devgn
actor,\N,"[""Sukhdev Thapar""]",The Legend of Bhagat Singh,Sushant Singh
actor,\N,"[""Shivram Hari Rajguru""]",The Legend of Bhagat Singh,D. Santosh
director,\N,\N,The Legend of Bhagat Singh,Rajkumar Santoshi
writer,additional dialogue,\N,The Legend of Bhagat Singh,Ranjit Kapoor
actor,\N,"[""Santa""]",Los lunes al sol,Javier Bardem
actor,\N,"[""Jose""]",Los lunes al sol,Luis Tosar
actor,\N,"[""Lino""]",Los lunes al sol,José Ángel Egido
director,\N,\N,Los lunes al sol,Fernando León de Aranoa
writer,\N,\N,Los lunes al sol,Fernando León de Aranoa
actor,\N,"[""Jong-du Hong""]",Oasiseu,Sul Kyung-gu
actress,\N,"[""Han Gong-joo""]",Oasiseu,Moon So-ri
actor,\N,"[""Jong-Il Hong""]",Oasiseu,Ahn Nae-sang
director,\N,\N,Oasiseu,Lee Chang-dong
writer,\N,\N,Oasiseu,Lee Chang-dong
actor,\N,"[""Balian de Ibelin""]",Kingdom of Heaven,Orlando Bloom
actress,\N,"[""Sibylla""]",Kingdom of Heaven,Eva Green
actor,\N,"[""Godfrey de Ibelin""]",Kingdom of Heaven,Liam Neeson
director,\N,\N,Kingdom of Heaven,Ridley Scott
writer,written by,\N,Kingdom of Heaven,William Monahan
actor,\N,"[""Luka""]",Zivot je cudo,Slavko Stimac
actress,\N,"[""Sabaha""]",Zivot je cudo,Natasa Tapuskovic
actress,\N,"[""Jadranka""]",Zivot je cudo,Vesna Trivalic
director,\N,\N,Zivot je cudo,Emir Kusturica
writer,scenario and dialogue,\N,Zivot je cudo,Ranko Bozic
actor,\N,"[""Karan Shergill""]",Lakshya,Hrithik Roshan
actress,\N,"[""Romila 'Romi' Dutta""]",Lakshya,Preity G Zinta
actor,\N,"[""Col. Sunil Damle""]",Lakshya,Amitabh Bachchan
director,\N,\N,Lakshya,Farhan Akhtar
writer,dialogue,\N,Lakshya,Javed Akhtar
actor,\N,"[""Stephen Glass""]",Shattered Glass,Hayden Christensen
actress,\N,"[""Caitlin Avey""]",Shattered Glass,Chloë Sevigny
actor,\N,"[""Adam Penenberg""]",Shattered Glass,Steve Zahn
