originalTitle,actor,actress,archive_footage,archive_sound,casting_director,cinematographer,composer,director,editor,producer,production_designer,self,writer,isAdult,startYear,runtimeMinutes,genres
Le vieux fusil,Philippe Noiret Jean Bouise Joachim Hansen Robert Hoffmann Karl Michael Vogler Daniel Breton,Romy Schneider Caroline Bonhomme Catherine Delaporte Madeleine Ozeray,,,,Étienne Becker,François de Roubaix,Robert Enrico,Eva Zora,Pierre Caro,,,Pascal Jardin Robert Enrico Claude Veillot,0,1975,103,Drama Thriller War
Le violon rouge,Carlo Cecchi Jean-Luc Bideau Christoph Koncz Jason Flemyng Tommaso Puntelli Aldo Brugnini Samuele Amighetti,Irene Grazioli Anita Laurenzi Clotilde Mollet,,,Deirdre Bowen Rita Forzano Andrea Kenyon,Alain Dostie,John Corigliano,François Girard,Gaétan Huot,Niv Fichman André Viau,François Séguin,,Don McKellar François Girard,0,1998,130,Drama Music Mystery
Leader,Rana Daggubati Joy Badlani Tanikella Bharani Vishwas Hannurkar Harshavardhan Aahuthi Prasad Rao Ramesh,Richa Langella Priya Anand Sravanthi Chokkarapu,,,,Vijaya Kumar C.,Mickey J. Meyer,Sekhar Kammula,Marthand K. Venkatesh,Aparna Guhan Aruna Guhan Saravanan M. Guhan M.S.,Thota Tharani,,Sekhar Kammula,0,2010,167,Drama
Leader: Amie Bangladesh,Shakib Khan Misha Sawdagor Shahiduzzaman Selim Mili Basher Md Minhaj Miah Hasib Muhammad Md Sheikh Sadi,Shabnam Bubly,,,,Forhad Hosen,,Topu Khan,Arifin Sarker,Syed Ashik Rahman,,,,0,2023,144,Action Drama
Lean on Me,Morgan Freeman Robert Guillaume Alan North Michael Beach Ethan Phillips,Beverly Todd Lynne Thigpen Robin Bartlett Sandra Reaves-Phillips Sloane Shelton,,,Mary Colquhoun Stanley Soble,Victor Hammer,Bill Conti,John G. Avildsen,John G. Avildsen John Carter,Norman Twain,Doug Kraner,,Michael Schiffer,0,1989,108,Biography Drama
Lean on Pete,Charlie Plummer Travis Fimmel Steve Buscemi Jason Beem Tolo Tuitele Connor Brenes Kurt Conroyd,Amy Seimetz Ayanna Berkshire Chloë Sevigny,,,Carmen Cuba,Magnus Nordenhof Jønck,James Edward Barker,Andrew Haigh,Jonathan Alberts,Tristan Goligher,Ryan Warren Smith,,Andrew Haigh Willy Vlautin,0,2017,121,Adventure Drama Sport
Leap of Faith: William Friedkin on The Exorcist,,Hikaru Baba Yuka Niwa,Adolf Hitler,,,Robert Muratore,Jon Hegel Anthony Weeden,Alexandre O. Philippe,David Lawrence,Kerry Deignan Roy,,William Friedkin Adolf Hitler,Alexandre O. Philippe,0,2019,104,Documentary
Leave Her to Heaven,Cornel Wilde Vincent Price Ray Collins Gene Lockhart Reed Hadley Darryl Hickman Chill Wills,Gene Tierney Jeanne Crain Mary Philips,,,,Leon Shamroy,Alfred Newman,John M. Stahl,James B. Clark,William A. Bacher,,,Jo Swerling Ben Ames Williams,0,1945,110,Drama Film-Noir Romance
Leave No Trace,Ben Foster Jeffery Rifflard Derek John Drescher Michael Draper Peter Simpson Erik McGlothlin,Thomasin McKenzie Dana Millican Alyssa McKay Ryan Joiner,,,Kerry Barden Simon Max Hill Paul Schnee,Michael McDonough,Dickon Hinchliffe,Debra Granik,Jane Rizzo,Anne Harrison Linda Reisman Anne Rosellini,Chad Keith,,Debra Granik Anne Rosellini Peter Rock,0,2018,109,Adventure Drama
Leave the World Behind,,,,,,Christian Larson Erik Sohlström,,Christian Larson Robin Hofwander,Christian Larson Fredrik Nordenson,Svana Gisla,,Steve Angello Nikhil Chinappa Axel Hedfors Sebastian Ingrosso,,0,2014,95,Documentary Music
Leaving Las Vegas,Nicolas Cage Julian Sands Richard Lewis Steven Weber Stuart Regen Graham Beckel,Elisabeth Shue Kim Adams Emily Procter Valeria Golino,,,Carrie Frazier,Declan Quinn,Mike Figgis,Mike Figgis,John Smith,Lila Cazès Annie Stewart,Waldemar Kalinowski,,John O'Brien Mike Figgis,0,1995,111,Drama Romance
Led Zeppelin: Celebration Day,,,,,,Eugene O'Connor,,Dick Carruthers,Dick Carruthers Henry Stein,Dick Carruthers Jimmy Page,,Robert Plant Robert Plant Jimmy Page John Paul Jones John Paul Jones Jason Bonham Jason Bonham Jason Bonham,,0,2012,124,Documentary Music
Left Luggage,Adam Monty Jeroen Krabbé Topol Maximilian Schell David Bradley,Laura Fraser Isabella Rossellini Marianne Sägebrecht Heather Weeks Miriam Margolyes,,,Susie Figgis,Walther van den Ende,Henny Vrienten,Jeroen Krabbé,Edgar Burcksen,Ate de Jong Hans Pos Dave Schram,Hemmo Sportel,,Carl Friedman Edwin de Vries,0,1998,100,Drama
Left Right Left,Murali Gopy Indrajith Sukumaran Hareesh Peradi Rahul Pillai Favour Francis Irshad Jagadish,Lenaa Ramya Nambeeshan Anusree,,,,Shehnad Jalal,Gopi Sundar,Arun Kumar,Arun Kumar,M. Renjith,,,Murali Gopy,0,2013,155,Crime Drama
Legally Veer,Reddy Veer Dayanand Reddy Jabardasth Appa Rao Ramassamy S,Thanuja Puttaswamy Priyanka Rewri Jayasri Rachakonda Shanya Kasala Madhu Ramachandran Leela Samson,,,,Anush Gorak,,Ravi Gogula,,,,,Ravi Gogula,0,2024,142,Drama Thriller
Legenda No. 17,Danila Kozlovsky Oleg Menshikov Vladimir Menshov Aleksandr Lobanov Sergey Genkin Roman Madyanov Aleksandr Yakovlev Boris Shcherbakov,Svetlana Ivanova Alejandra Grepi,,,Uwe Bünker Natalya Krimenskaya,Irek Hartowicz,Eduard Artemyev,Nikolay Lebedev,Maxim Smirnov Petr Zelenov,Mel Borz Svetlana Dali Aleksandr Kharlamov Ilkhom Khasanov,Viktor Petrov Vlad Travinski,,Nikolay Kulikov Nikolay Lebedev Mikhail Mestetskiy,0,2013,134,Biography Drama Sport
Legends of the Fall,Brad Pitt Anthony Hopkins Aidan Quinn Henry Thomas Gordon Tootoosis Paul Desmond,Julia Ormond Karina Lombard Tantoo Cardinal Christina Pickles,,,Mary Colquhoun,John Toll,James Horner,Edward Zwick,Steven Rosenblum,Marshall Herskovitz William D. Wittliff Edward Zwick,Lilly Kilvert,,Susan Shilliday William D. Wittliff Jim Harrison,0,1994,133,Drama Romance War
Leheraee,Ranjith Sommi Sowmya Menon Gagan Vihari Rao Ramesh V.K. Naresh Ali Satyam Rajesh Jabardasth Ram Prasad,,,,,M N Balreddy,Ghantadi Krishna,Ramakrishna Paramahamsa,Prawin Pudi,Maddyreddy Sreenivas,,,Naresh Paruchuri,0,2022,137,Romance
Leila,Ali Mosaffa Mohammad Reza Sharifinia Amir Paivar,Leila Hatami Jamileh Sheikhi Turan Mehrzad Shaghayegh Farahani,,,,Mahmoud Kalari,Kayvan Jahanshahi,Dariush Mehrjui,Mostafa Kherghehpoosh,Faramarz Farazmand Dariush Mehrjui,,,Mahnaz Ansarian Dariush Mehrjui,0,1997,102,Drama Family Romance
Leily Ba Man Ast,Parviz Parastui Mahmoud Azizi Maziar Lorestani Rahman Bagherian Mehdi Faghih Hossein Maloomi Hedayatollah Navid Ali Ghafari Abdollah Naeimzadeh,Sahereh Matin,,,,,Behnam Abtahi,Kamal Tabrizi,,,,,Reza Maghsoodi Kamal Tabrizi,0,1996,95,Adventure Comedy Drama
Lekce Faust,Petr Cepek Jan Kraus Vladimír Kudla Antonin Zacpal Jirí Suchý Josef Fiala Martin Radimecký,Viktorie Knotková Jana Mézlová Miluse Straková,,,,Svatopluk Malý,,Jan Svankmajer,Marie Zemanová,Jaromír Kallista,Jan Svankmajer Eva Svankmajerová,,Christian Dietrich Grabbe Christopher Marlowe Jan Svankmajer Johann Wolfgang von Goethe,0,1994,97,Animation Comedy Drama
Lekh,Gurnam Bhullar Kaka Kautki Ammy Virk Harman Brar Raaf Chaudhary Arvind Dhanda,Tania Harman Dhaliwal Nirmal Rishi Dharminder Kaur Maan,,,Jashandeep Sran,Ravi Kumar Sana,Jaani,Manvir Brar,Rohit Dhiman Kulwinder Singh,Sandeep Bansal Gunbir Singh Sidhu Manmord Sidhu,Arushi Gupta,,Jagdeep Sidhu,0,2022,123,Drama Romance
Lemmy,,,,,,Greg Olliver,,Greg Olliver Wes Orshoski,Greg Olliver,Greg Olliver Wes Orshoski,,Lemmy Phil Campbell Mikkey Dee Dave Navarro Katherine von Drachenberg Nikki Sixx Billy Bob Thornton Lars Frederiksen Duff McKagan Dee Snider,Greg Olliver Wes Orshoski,0,2010,116,Biography Documentary Music
Leng xue shi san ying,Sheng Fu Lung Ti Ku Feng Lung Chan Kuo Hua Chang Tang Chia Szu Hsiao Eddy Ko,Ling-Ling Hung Wei-Ping Kuo,,,,Ngai Choi Lam,Yung-Yu Chen,Chung Sun,Hsing-Lung Chiang Shao-Feng Yu,Run Run Shaw,,,Hung Chin Kuang Ni,0,1978,90,Action Adventure Drama
Lenny,Dustin Hoffman Stanley Beck Frankie Man Gary Morton Guy Rennie,Valerie Perrine Jan Miner Rashel Novikoff Michele Yonge Kathryn Witt,,,Marion Dougherty Beverly McDermott,Bruce Surtees,Ralph Burns,Bob Fosse,Alan Heim,Marvin Worth,Joel Schiller,,Julian Barry,0,1974,111,Biography Drama
Leo,Joseph Vijay Joseph Vijay Sanjay Dutt Arjun Sarja Gautham Vasudev Menon Mysskin Mansoor Ali Khan Kamal Haasan Anurag Kashyap,Trisha Krishnan Priya Anand,,,,Manoj Paramahamsa,Anirudh Ravichander,Lokesh Kanagaraj,Philomin Raj,Lalit Kumar,Satheesh Kumar,,Lokesh Kanagaraj Rathna Kumar Deeraj Vaidy,0,2023,164,Action Crime Drama
Lepa sela lepo gore,Dragan Bjelogrlic Nikola Kojo Dragan Maksimovic Zoran Cvijanovic Milorad Mandic-Manda Dragan Petrovic-Pele Nikola Pejakovic Velimir 'Bata' Zivojinovic Petar Bozovic,Lisa Moncure,,,,Dusan Joksimovic,Aleksandar Habic Lazar Ristovski,Srdjan Dragojevic,Petar Markovic,Dragan Bjelogrlic Goran Bjelogrlic Milko Josifov Nikola Kojo,Milenko Jeremic,,Vanja Bulic Srdjan Dragojevic Biljana Maksic Nikola Pejakovic,0,1996,115,Drama History War
Lepota poroka,Milutin 'Mima' Karadzic Milutin 'Mima' Karadzic Petar Bozovic Petar Bozovic Alain Noury Alain Noury Milo Miranovic Milo Miranovic Boro Stjepanovic Boro Stjepanovic,Mira Furlan Mira Furlan Mira Banjac Mira Banjac Ines Kotman Ines Kotman Dobrila Cirkovic Dobrila Cirkovic Eva Ras Eva Ras,,,,Radoslav Vladic,Zoran Simjanovic,Zivko Nikolic,Zoltan Wagner,,Miodrag Miric,,Dragan Nikolic Zivko Nikolic,0,1986,105,Drama
Lerd,Reza Akhlaghirad Missagh Zareh Majid Potki Mehdi Mehraban Sepehr Ebadi Bagher Yekta,Soudabeh Beizaee Nasim Adabi Zeinab Shabani Zhila Shahi,,,,Ashkan Ashkani,Peyman Yazdanian,Mohammad Rasoulof,Mohammad Reza Mouyini Meysam Muini,Mohammad Rasoulof,Saeid Asadi,,Mohammad Rasoulof,0,2017,113,Drama
Les 12 travaux d'Astérix,Roger Carel Roger Carel Roger Carel Jacques Morel Jacques Morel Pierre Tornade Pierre Tornade Henri Labussière Jean Martinelli Jean Martinelli Pascal Mazzotti Lawrence Riesner Claude Dasset Roger Lumont Gérard Hernandez,,,,,,Gérard Calvi,René Goscinny Albert Uderzo,René Chaussy Isabel García de Herreros Minouche Gauzins Michèle Neny,Georges Dargaud Jacques de Lane Lea René Goscinny Albert Uderzo,,,René Goscinny Albert Uderzo Pierre Tchernia,0,1976,82,Adventure Animation Comedy
Les Maîtres du temps,Jean Valmont Michel Elias Frédéric Legros Yves-Marie Maurin Sady Rebbot Patrick Baujin Pierre Tourneur Alain Cuny Yves Brainville,Monique Thierry,,,,Zoltán Bacsó András Klausz Mihály Kovács Árpád Lossonczy,Jean-Pierre Bourtayre Pierre Tardy Christian Zanesi,René Laloux,Dominique Boischot,,,,Stefan Wul René Laloux Jean 'Moebius' Giraud Jean-Patrick Manchette,0,1982,78,Adventure Animation Sci-Fi
Les Misérables,Fredric March Fredric March Charles Laughton Cedric Hardwicke John Beal Liam Neeson Geoffrey Rush Christopher Adamson Tim Barlow Timothy Bateson David Birkin Reine Brynolfsson Hugh Jackman Russell Crowe Sacha Baron Cohen Eddie Redmayne Aaron Tveit Daniel Huttlestone,Rochelle Hudson Frances Drake Florence Eldridge Jessie Ralph Mary Forbes Florence Roberts Uma Thurman Veronika Bendová Patsy Byrne Anne Hathaway Amanda Seyfried Helena Bonham Carter Samantha Barks,,,Leo Davis Nina Gold,Gregg Toland Jörgen Persson Danny Cohen,Basil Poledouris,Richard Boleslawski Bille August Tom Hooper,Barbara McLean Janus Billeskov Jansen Chris Dickens Melanie Oliver,Darryl F. Zanuck James Gorman Sarah Radclyffe Tim Bevan Eric Fellner Debra Hayward Cameron Mackintosh,Anna Asp Eve Stewart,,Victor Hugo W.P. Lipscomb Victor Hugo Rafael Yglesias William Nicholson Alain Boublil Claude-Michel Schönberg Herbert Kretzmer,0,1935,108,Drama History Romance
Les Misérables,Fredric March Fredric March Charles Laughton Cedric Hardwicke John Beal Liam Neeson Geoffrey Rush Christopher Adamson Tim Barlow Timothy Bateson David Birkin Reine Brynolfsson Hugh Jackman Russell Crowe Sacha Baron Cohen Eddie Redmayne Aaron Tveit Daniel Huttlestone,Rochelle Hudson Frances Drake Florence Eldridge Jessie Ralph Mary Forbes Florence Roberts Uma Thurman Veronika Bendová Patsy Byrne Anne Hathaway Amanda Seyfried Helena Bonham Carter Samantha Barks,,,Leo Davis Nina Gold,Gregg Toland Jörgen Persson Danny Cohen,Basil Poledouris,Richard Boleslawski Bille August Tom Hooper,Barbara McLean Janus Billeskov Jansen Chris Dickens Melanie Oliver,Darryl F. Zanuck James Gorman Sarah Radclyffe Tim Bevan Eric Fellner Debra Hayward Cameron Mackintosh,Anna Asp Eve Stewart,,Victor Hugo W.P. Lipscomb Victor Hugo Rafael Yglesias William Nicholson Alain Boublil Claude-Michel Schönberg Herbert Kretzmer,0,1998,134,Crime Drama Romance
Les Misérables,Fredric March Fredric March Charles Laughton Cedric Hardwicke John Beal Liam Neeson Geoffrey Rush Christopher Adamson Tim Barlow Timothy Bateson David Birkin Reine Brynolfsson Hugh Jackman Russell Crowe Sacha Baron Cohen Eddie Redmayne Aaron Tveit Daniel Huttlestone,Rochelle Hudson Frances Drake Florence Eldridge Jessie Ralph Mary Forbes Florence Roberts Uma Thurman Veronika Bendová Patsy Byrne Anne Hathaway Amanda Seyfried Helena Bonham Carter Samantha Barks,,,Leo Davis Nina Gold,Gregg Toland Jörgen Persson Danny Cohen,Basil Poledouris,Richard Boleslawski Bille August Tom Hooper,Barbara McLean Janus Billeskov Jansen Chris Dickens Melanie Oliver,Darryl F. Zanuck James Gorman Sarah Radclyffe Tim Bevan Eric Fellner Debra Hayward Cameron Mackintosh,Anna Asp Eve Stewart,,Victor Hugo W.P. Lipscomb Victor Hugo Rafael Yglesias William Nicholson Alain Boublil Claude-Michel Schönberg Herbert Kretzmer,0,2012,158,Drama Musical Romance
Les Misérables in Concert: The 25th Anniversary,Alfie Boe Norm Lewis Matt Lucas Nick Jonas Ramin Karimloo Earl Carpenter Earl Carpenter,Jenny Galloway Lea Salonga Samantha Barks Katie Hall,,,,,,Nick Morris Laurence Connor James Powell,Marko Keser Nick Morris Brett Sullivan,Cameron Mackintosh,,,Alain Boublil Claude-Michel Schönberg Victor Hugo Jean-Marc Natel,0,2010,178,Drama Musical
Les amants,Alain Cuny Jean-Marc Bory José Luis de Vilallonga Gaston Modot Pierre Frag Gib Grossac,Jeanne Moreau Judith Magre Michèle Girardon Lucienne Hamon,,,,Henri Decaë,,Louis Malle,Léonide Azar,,Bernard Evein,,Louise de Vilmorin,0,1958,90,Drama Romance
Les amants de Montparnasse,Gérard Philipe Robert Ripa,Lilli Palmer Anouk Aimée Lila Kedrova Arlette Poirier Pâquerette Marianne Oswald Judith Magre Denise Vernac,,,,Christian Matras,Paul Misraki,Jacques Becker,Marguerite Renoir,Sandro Pallavicini,Jean d'Eaubonne,,Michel-Georges Michel,0,1958,108,Biography Drama Romance
Les amants du Pont-Neuf,Denis Lavant Klaus-Michael Grüber Chrichan Larsson Roger Berthonnier Roger Berthonnier Georges Aperghis Michel Vandestien,Juliette Binoche Marion Stalens Paulette Berthonnier Paulette Berthonnier Edith Scob,,,,Jean-Yves Escoffier,,Leos Carax,Nelly Quettier,Christian Fechner,Michel Vandestien,,Leos Carax,0,1991,125,Drama Romance
Les amitiés particulières,Francis Lacombrade Didier Haudepin François Leccia Dominique Maurin Louis Seigner Louis Seigner Michel Bouquet Michel Bouquet Lucien Nat Lucien Nat Gérard Chambre Henri Coutet Dominique Diamant,,,,,Christian Matras,Jean Prodromidès,Jean Delannoy,Louisette Hautecoeur,Christine Gouze-Rénal,René Renoux,,Jean Aurenche Pierre Bost Roger Peyrefitte,0,1964,99,Drama Romance
Les anges du péché,Louis Seigner,Renée Faure Jany Holt Sylvie Mila Parély Marie-Hélène Dasté Yolande Laffon Paula Dehelly Silvia Monfort Gilberte Terbois,,,,Philippe Agostini,Jean-Jacques Grünenwald,Robert Bresson,Yvonne Martin,Roger Richebé,Roger Claude René Renoux,,Robert Bresson Raymond Leopold Bruckberger Jean Giraudoux,0,1943,80,Drama
Les aventures de Rabbi Jacob,Louis de Funès Marcel Dalio Claude Giraud Claude Giraud Renzo Montagnani André Falcon Xavier Gélin Henri Guybet,Miou-Miou Suzy Delair Janet Brandt,,,,Henri Decaë,Vladimir Cosma,Gérard Oury,Albert Jurgenson,Gérard Beytout Bertrand Javal,Théobald Meurisse,,Gérard Oury Danièle Thompson Josy Eisenberg Roberto De Leonardis,0,1973,95,Adventure Comedy
Les bas-fonds,Jean Gabin Louis Jouvet Vladimir Sokoloff Robert Le Vigan Camille Bert René Génin Paul Temps Robert Ozanne,Suzy Prim Jany Holt,,,,Fédote Bourgasoff,Jean Wiener,Jean Renoir,Marguerite Renoir,Alexandre Kamenka,,,Maxim Gorky Yevgeni Zamyatin Jacques Companéez Jean Renoir,0,1936,90,Crime Drama Romance
Les bonnes femmes,Pierre Bertin Jean-Louis Maury Albert Dinan Sacha Briquet Claude Berri,Bernadette Lafont Clotilde Joano Stéphane Audran Lucile Saint-Simon Ave Ninchi,,,,Henri Decaë,Pierre Jansen Paul Misraki,Claude Chabrol,Jacques Gaillard,Raymond Hakim Robert Hakim,,,Paul Gégauff Claude Chabrol,0,1960,100,Drama Mystery Romance
Les bronzés font du ski,Michel Blanc Christian Clavier Gérard Jugnot Thierry Lhermitte Bruno Moynot Maurice Chevit,Josiane Balasko Marie-Anne Chazel Dominique Lavanant Hélène Aubert,,,,Jean-François Robin,Pierre Bachelet,Patrice Leconte,Noëlle Boisson,Yves Rousset-Rouard,Jacques D'Ovidio,,Josiane Balasko Michel Blanc Marie-Anne Chazel Christian Clavier,0,1979,90,Comedy
Les chambres rouges,Sasha Samar Samir Firouz Sebastien Beaulac Meng-che Yang Marielle Walter Le Hoang Vu,Juliette Gariépy Laurie Babin Ginette Déry Elisabeth Locas,,,,Vincent Biron,Dominique Plante,Pascal Plante,Jonah Malak,Dominique Dussault,Laura Nhem,,Pascal Plante,0,2023,118,Crime Horror Mystery
Les chatouilles,Clovis Cornillac Pierre Deladonchamps Grégory Montel Gringe,Andréa Bescond Karin Viard Carole Franck Ariane Ascaride Cyrille Mairesse Léonie Simaga,,,Florie Carbonne Emmanuelle Prévost Marlène Serour,Pierre Aïm,Clément Ducol,Andréa Bescond Eric Métayer,Valérie Deseine,François Kraus Martin Metz Denis Pineau-Valencienne,Éric Barboza,,Andréa Bescond Eric Métayer,0,2018,103,Comedy Drama
Les chevaux de Dieu,Abdelhakim Rachid Abdelhakim Rachid Abdelilah Rachid Hamza Souidek Ahmed El Idrissi Amrani Badr Chakir Achraf Afir Said El-Alami Zouhair Sabri Bouchaib Saakine Othman Younouss,,,,Amine Louadni,Hichame Alaouie,,Nabil Ayouch,Damien Keyeux,Nabil Ayouch Pierre-Ange Le Pogam Patrick Quinet Eric van Beuren,,,Jamal Belmahi Mahi Binebine Nadia Kamali,0,2012,115,Drama
Les choristes,Gérard Jugnot François Berléand Jean-Baptiste Maunier Kad Merad Jean-Paul Bonnaire Maxence Perrin Grégory Gatignol Thomas Blumenthal Cyril Bernicot,Marie Bunel,,,Sylvie Brocheré Agathe Hassenforder,Jean-Jacques Bouhon Dominique Gentil Carlo Varini,Bruno Coulais,Christophe Barratier,Yves Deschamps,Arthur Cohn Nicolas Mauvernay Jacques Perrin,François Chauvaud,,Georges Chaperot René Wheeler Noël-Noël Christophe Barratier,0,2004,97,Drama Music
Les choses de la vie,Michel Piccoli Gérard Lartigau Jean Bouise Boby Lapointe Hervé Sand Jacques Richard Dominique Zardi,Romy Schneider Betty Beckers Gabrielle Doulcet,,,,Jean Boffety,Philippe Sarde,Claude Sautet,Jacqueline Thiédot,Jean Bolvary Raymond Danon Roland Girard,,,Sandro Continenza Jean-Loup Dabadie Paul Guimard Claude Sautet,0,1970,89,Drama Romance
Les cousins,Gérard Blain Jean-Claude Brialy Guy Decomble Corrado Guarducci Paul Bisciglia,Juliette Mayniel Geneviève Cluny Michèle Méritz Stéphane Audran Jeanne Pérez,,,,Henri Decaë,Paul Misraki,Claude Chabrol,Jacques Gaillard,Claude Chabrol,Bernard Evein Jacques Saulnier,,Claude Chabrol Paul Gégauff,0,1959,112,Drama
Les croix de bois,Pierre Blanchar Gabriel Gabrio Charles Vanel Raymond Aimos Antonin Artaud Paul Azaïs René Bergeron Raymond Cordy Marcel Delaître Jean Galland,,,,,Jules Kruger René Ribault,,Raymond Bernard,Lucienne Grumberg,,,,Raymond Bernard Roland Dorgelès André Lang,0,1932,115,Drama War
Les dames du bois de Boulogne,Paul Bernard Jean Marchat Marcel Rouzé Bernard Lajarrige,María Casares Elina Labourdette Lucienne Bogaert Yvette Etiévant Lucy Lancy Nicole Regnault,,,,Philippe Agostini,Jean-Jacques Grünenwald,Robert Bresson,Jean Feyte,Raoul Ploquin,Max Douy,,Robert Bresson Denis Diderot Jean Cocteau,0,1945,86,Drama Romance
Les demoiselles de Rochefort,George Chakiris Jacques Perrin Michel Piccoli Jacques Riberolles Grover Dale Henri Crémieux,Catherine Deneuve Françoise Dorléac Geneviève Thénier Pamela Hart,,,,Ghislain Cloquet,Michel Legrand,Jacques Demy,Jean Hamon,Gilbert de Goldschmidt,Bernard Evein,,Jacques Demy,0,1967,125,Comedy Drama Musical
Les deux Anglaises et le continent,Jean-Pierre Léaud Philippe Léotard Mark Peterson Georges Delerue,Kika Markham Stacey Tendeter Sylvia Marriott Marie Mansart Irène Tunc Marie Iracane,,,,Néstor Almendros,Georges Delerue,François Truffaut,Martine Barraqué Yann Dedet,,Michel de Broin,,Henri-Pierre Roché François Truffaut Jean Gruault,0,1971,130,Drama Romance
